ลำดับที่,มิติงบประมาณ,ประเภทงบประมาณ,หน่วยงานรับผิดชอบ,โครงการ,วงเงิน(ล้านบาท),ตำบล,อำเภอ,แผนแม่บทฯ,ปี,วงเงิน_ล้านบาท,รหัสแผนแม่บท,ชื่อแผนแม่บท,ชื่อย่อด้าน,ปีงบประมาณ,ช่วงปีงบประมาณ
5495,Function,Function,กรมชลประทาน,ซ่อมแซมหินเรียงด้านหน้าของเขื่อนฝั่งขวา โครงการส่งน้ำและบำรุงรักษาแม่กวงอุดมธารา,2.0,ลวงเหนือ,ดอยสะเก็ด,2.0,2570.0,2.0,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5496,Function,Function,กรมชลประทาน,ซ่อมแซมคอนกรีตดาดคลองส่งน้ำเหมืองป่าดู่ กม3+000 - กม.3+535 โครงการส่งน้ำและบำรุงรักษาแม่กวงอุดมธารา,1.0,ป่าลาน,ดอยสะเก็ด,2.0,2570.0,1.0,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5497,Function,Function,กรมชลประทาน,ซ่อมแซมบำรุงรักษาระบบชลประทาน โครงการส่งน้ำและบำรุงรักษาแม่กวงอุดมธารา,1.0,ลวงเหนือ,ดอยสะเก็ด,2.0,2570.0,1.0,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5498,Function,Function,กรมชลประทาน,ซ่อมแซมคอนกรีตดาดคลองส่งน้ำเหมืองบ้านถ้ำ กม.0+450 - กม.1+100 โครงการส่งน้ำและบำรุงรักษาแม่กวงอุดมธารา,1.0,ตลาดขวัญ,ดอยสะเก็ด,2.0,2570.0,1.0,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5499,Function,Function,กรมชลประทาน,ซ่อมแซมอาคารป้องกันตลิ่งท้ายอาคารระบายน้ำลงลำน้ำเดิม River Outlet โครงการส่งน้ำและบำรุงรักษาแม่แฝก-แม่งัดสมบูรณ์ชล,1.98,ช่อแล,แม่แตง,2.0,2570.0,1.98,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5500,Function,Function,กรมชลประทาน,ซ่อมแซมฝายบ้านทุ่งใต้ กม.2+500 โครงการส่งน้ำและบำรุงรักษาแม่กวงอุดมธารา,1.6,ป่าลาน,ดอยสะเก็ด,2.0,2570.0,1.6,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5501,Function,Function,กรมชลประทาน,ซ่อมแซมคลองส่งน้ำ 1.1R-LMC แม่งัด กม.0+000 - กม.0+370 โครงการส่งน้ำและบำรุงรักษาแม่แฝก-แม่งัดสมบูรณ์ชล,2.916,ช่อแล,แม่แตง,2.0,2570.0,2.916,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5502,Function,Function,กรมชลประทาน,ซ่อมแซมคลองส่งน้ำ 19R-LMC แม่งัด กม.0+000 - กม.0+252 โครงการส่งน้ำและบำรุงรักษาแม่แฝก-แม่งัดสมบูรณ์ชล,1.92,แม่หอพระ,แม่แตง,2.0,2570.0,1.92,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5503,Function,Function,กรมชลประทาน,ซ่อมแซมบำรุงรักษาระบบชลประทาน โครงการส่งน้ำและบำรุงรักษาแม่แฝก-แม่งัดสมบูรณ์ชล,1.0,สันมหาพน,แม่แตง,2.0,2570.0,1.0,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5504,Area,Area,องค์การบริหารส่วนตำบล,โครงการก่อสร้างอ่างเก็บน้ำปางมะขามป้อม หมู่ที่ 14 บ้านปางมะขามป้อม ตำบลศรีดงเย็น อำเภอไชยปราการ จังหวัดเชียงใหม่,450.0,ศรีดงเย็น,ไชยปราการ,2.0,2570.0,450.0,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5505,Area,Area,องค์การบริหารส่วนตำบล,โครงการก่อสร้างธนาคารน้ำใต้ดินระบบปิด ตำบลสบเปิง,0.7,สบเปิง,แม่แตง,2.0,2570.0,0.7,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5506,Function,Function,กรมชลประทาน,ซ่อมแซมคอนกรีตดาดคลองส่งน้ำสายใหญ่ฝั่งซ้าย กม.3+000 - กม.5+000 โครงการส่งน้ำและบำรุงรักษาแม่แฝก-แม่งัดสมบูรณ์ชล,1.96,แม่หอพระ,แม่แตง,2.0,2570.0,1.96,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5507,Function,Function,กรมชลประทาน,ซ่อมแซมคอนกรีตดาดคลองส่งน้ำ 1R-LMC แม่งัด กม.0+220 - กม.5+550 โครงการส่งน้ำและบำรุงรักษาแม่แฝก-แม่งัดสมบูรณ์ชล,0.8,ช่อแล,แม่แตง,2.0,2570.0,0.8,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5508,Function,Function,กรมชลประทาน,ซ่อมแซมฝายคุรุสภา เหมืองห้า กม.4+000 โครงการส่งน้ำและบำรุงรักษาแม่กวงอุดมธารา,1.5,สันนาเม็ง,สันทราย,2.0,2570.0,1.5,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5509,Function,Function,กรมชลประทาน,ซ่อมแซมเครื่องกว้านบานระบายอาคารอัดน้ำกลางคลองสายใหญ่ RMC แม่งัด พร้อมอาคารประกอบ โครงการส่งน้ำและบำรุงรักษาแม่แฝก-แม่งัดสมบูรณ์ชล,1.09,บ้านเป้า,แม่แตง,2.0,2570.0,1.09,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5510,Function,Function,กรมชลประทาน,ซ่อมแซมคอนกรีตดาดคลองส่งน้ำ 2R-LMC แม่งัด กม.3+500 - กม.4+880 โครงการส่งน้ำและบำรุงรักษาแม่แฝก-แม่งัดสมบูรณ์ชล,0.8,แม่หอพระ,แม่แตง,2.0,2570.0,0.8,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5511,Function,Function,กรมชลประทาน,ซ่อมแซมคอนกรีตดาดคลองซอย 9R-LMC แม่แฝก กม.0+000 - กม.1+050 โครงการส่งน้ำและบำรุงรักษาแม่แฝก-แม่งัดสมบูรณ์ชล,1.98,หนองหาร,สันทราย,2.0,2570.0,1.98,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5512,Function,Function,กรมชลประทาน,ซ่อมแซมเครื่องกว้านบานระบาย ท่อส่งน้ำเข้านา ในเขตพื้นที่ฝ่ายส่งน้ำและบำรุงรักษาที่ 1 โครงการส่งน้ำและบำรุงรักษาแม่แฝก-แม่งัดสมบูรณ์ชล,0.6,หนองหาร,สันทราย,2.0,2570.0,0.6,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5513,Function,Function,กรมชลประทาน,ซ่อมแซมคลองซอย 15 ขวา แม่แฝก  โครงการส่งน้ำและบำรุงรักษาแม่แฝก-แม่งัดสมบูรณ์ชล,2.5,หนองจ๊อม,สันทราย,2.0,2570.0,2.5,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5514,Function,Function,กรมชลประทาน,ซ่อมแซมคอนกรีตดาดคลองซอย 3L-RMC แม่งัด กม.0+015 - กม.1+560 โครงการส่งน้ำและบำรุงรักษาแม่แฝก-แม่งัดสมบูรณ์ชล,0.8,บ้านเป้า,แม่แตง,2.0,2570.0,0.8,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5515,Function,Function,กรมชลประทาน,ซ่อมแซมคลองส่งน้ำ 1L-8R-LMC แม่แฝก กม.0+000 - กม.0+860 โครงการส่งน้ำและบำรุงรักษาแม่แฝก-แม่งัดสมบูรณ์ชล,1.55,หนองหาร,สันทราย,2.0,2570.0,1.55,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5516,Function,Function,กรมชลประทาน,ซ่อมแซมคลองส่งน้ำ 1R-3L-16R-LMC แม่แฝก กม.0+000 - กม.0+128 โครงการส่งน้ำและบำรุงรักษาแม่แฝก-แม่งัดสมบูรณ์ชล,1.2,เมืองเล็น,สันทราย,2.0,2570.0,1.2,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5517,Function,Function,กรมชลประทาน,ซ่อมแซมคอนกรีตดาดคลองส่งน้ำสายใหญ่ฝั่งขวา แม่งัด กม.8+930 - กม.10+500  โครงการส่งน้ำและบำรุงรักษาแม่แฝก-แม่งัดสมบูรณ์ชล,1.98,อินทขิล,แม่แตง,2.0,2570.0,1.98,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5518,Function,Function,กรมชลประทาน,ซ่อมแซมเครื่องกว้านบานระบายอาคารระบายน้ำล้นปกติ (Service Spillway) เขื่อนแม่งัดสมบูรณ์ชล พร้อมอาคารประกอบ โครงการส่งน้ำและบำรุงรักษาแม่แฝก-แม่งัดสมบูรณ์ชล,2.245,ช่อแล,แม่แตง,2.0,2570.0,2.245,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5519,Function,Function,กรมชลประทาน,ซ่อมแซมคลองส่งน้ำ 1R-1L-8R LMC แม่แฝก  กม.0+050 - กม.0+780  โครงการส่งน้ำและบำรุงรักษาแม่แฝก-แม่งัดสมบูรณ์ชล,1.52,หนองหาร,สันทราย,2.0,2570.0,1.52,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5520,Function,Function,กรมชลประทาน,ซ่อมแซมคอนกรีตดาดคลองซอย 1L-1R-LMC แม่งัด กม.1+400 - กม.1+620 โครงการส่งน้ำและบำรุงรักษาแม่แฝก-แม่งัดสมบูรณ์ชล,0.34,ช่อแล,แม่แตง,2.0,2570.0,0.34,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5521,Function,Function,กรมชลประทาน,ซ่อมแซมคอนกรีตดาดคลองส่งน้ำ 1R-3L-RMC แม่งัด กม.0+300 - กม.2+240 โครงการส่งน้ำและบำรุงรักษาแม่แฝก-แม่งัดสมบูรณ์ชล,0.32,บ้านเป้า,แม่แตง,2.0,2570.0,0.32,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5522,Function,Function,กรมชลประทาน,ซ่อมแซมเครื่องกว้านบานระบาย ท่อส่งน้ำเข้านา ในเขตพื้นที่ฝ่ายส่งน้ำและบำรุงรักษาที่ 2 โครงการส่งน้ำและบำรุงรักษาแม่แฝก-แม่งัดสมบูรณ์ชล,0.6,ป่าไผ่,สันทราย,2.0,2570.0,0.6,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5523,Function,Function,กรมชลประทาน,ซ่อมแซมคลองซอย 2R-2R-LMC แม่แฝก กม.0+000 - กม.1+800 โครงการส่งน้ำและบำรุงรักษาแม่แฝก-แม่งัดสมบูรณ์ชล,1.95,แม่แฝก,สันทราย,2.0,2570.0,1.95,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5524,Function,Function,กรมชลประทาน,ซ่อมแซมคลองส่งน้ำ 5L-16R-LMC แม่แฝก กม.0+000 - กม.0+678 โครงการส่งน้ำและบำรุงรักษาแม่แฝก-แม่งัดสมบูรณ์ชล,2.9,เมืองเล็น,สันทราย,2.0,2570.0,2.9,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5525,Function,Function,กรมชลประทาน,ซ่อมแซมคลองส่งน้ำ 1R-7R-LMC แม่แฝก  กม.0+000 - กม.0+660 โครงการส่งน้ำและบำรุงรักษาแม่แฝก-แม่งัดสมบูรณ์ชล,1.48,แม่แฝกใหม่,สันทราย,2.0,2570.0,1.48,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5526,Function,Function,กรมชลประทาน,ซ่อมแซมพื้นท้ายฝายสินธุกิจปรีชา โครงการส่งน้ำและบำรุงรักษาแม่แฝก-แม่งัดสมบูรณ์ชล,1.7,สันมหาพน,แม่แตง,2.0,2570.0,1.7,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5527,Function,Function,กรมชลประทาน,ซ่อมแซมคลองส่งน้ำ 5R-16R-LMC แม่แฝก กม.0+000 - กม.0+440 โครงการส่งน้ำและบำรุงรักษาแม่แฝก-แม่งัดสมบูรณ์ชล,0.55,เมืองเล็น,สันทราย,2.0,2570.0,0.55,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5528,Function,Function,กรมชลประทาน,ซ่อมแซมเครื่องกว้านบานระบายอาคารอัดน้ำกลางคลองซอย ในเขตพื้นที่ฝ่ายส่งน้ำและบำรุงรักษาที่ 2 โครงการส่งน้ำและบำรุงรักษาแม่แฝก-แม่งัดสมบูรณ์ชล,0.9,หนองหาร,สันทราย,2.0,2570.0,0.9,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5529,Function,Function,กรมชลประทาน,ซ่อมแซมเครื่องกว้านบานระบายอาคารอัดน้ำกลางคลองซอย ในเขตพื้นที่ฝ่ายส่งน้ำและบำรุงรักษาที่ 1 โครงการส่งน้ำและบำรุงรักษาแม่แฝก-แม่งัดสมบูรณ์ชล,0.9,เมืองเล็น,สันทราย,2.0,2570.0,0.9,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5530,Function,Function,กรมชลประทาน,ซ่อมแซมคลองส่งน้ำ 2L-16R-LMC แม่แฝก กม.0+000 - กม.0+100 โครงการส่งน้ำและบำรุงรักษาแม่แฝก-แม่งัดสมบูรณ์ชล,0.4,เมืองเล็น,สันทราย,2.0,2570.0,0.4,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5531,Function,Function,กรมชลประทาน,ซ่อมแซมทางทิ้งน้ำแม่แฝก โครงการส่งน้ำและบำรุงรักษาแม่แฝก-แม่งัดสมบูรณ์ชล,2.5,แม่แฝกใหม่,สันทราย,2.0,2570.0,2.5,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5532,Function,Function,กรมชลประทาน,ปรับปรุงคลองส่งน้ำ 5L-1R-LMC แม่งัด กม.0+000 - กม.0+909 โครงการส่งน้ำและบำรุงรักษาแม่แฝก-แม่งัดสมบูรณ์ชล,6.0,ช่อแล,แม่แตง,2.0,2570.0,6.0,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5533,Function,Function,กรมชลประทาน,ซ่อมแซมคลองส่งน้ำ 4L-15R-LMC แม่แฝก กม.0+950 - กม.1+111 โครงการส่งน้ำและบำรุงรักษาแม่แฝก-แม่งัดสมบูรณ์ชล,0.9,ป่าไผ่,สันทราย,2.0,2570.0,0.9,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5534,Function,Function,กรมชลประทาน,ปรับปรุงคลองส่งน้ำ 10R-LMC แม่งัด (ระยะที่ 2) กม.0+815 - กม.1+215 โครงการส่งน้ำและบำรุงรักษาแม่แฝก-แม่งัดสมบูรณ์ชล,3.156,ช่อแล,แม่แตง,2.0,2570.0,3.156,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5535,Function,Function,กรมชลประทาน,ซ่อมแซมคลองส่งน้ำ 2R-4L-15R-LMC แม่แฝก กม.0+000 - กม.0+220 โครงการส่งน้ำและบำรุงรักษาแม่แฝก-แม่งัดสมบูรณ์ชล,1.15,ป่าไผ่,สันทราย,2.0,2570.0,1.15,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5536,Function,Function,กรมชลประทาน,"ซ่อมเสริมประสิทธิภาพคลองส่งน้ำ 1R-1L-1R-LMC,2L-1R-LMC,4L-RMC แม่งัด โครงการส่งน้ำและบำรุงรักษาแม่แฝก-แม่งัดสมบูรณ์ชล",15.268,ช่อแล,แม่แตง,2.0,2570.0,15.268,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5537,Function,Function,กรมชลประทาน,ขุดลอกคลองโดยรถขุด ดำเนินการเองท้ายอาคารระบายน้ำล้น (Service Spillway) โครงการส่งน้ำและบำรุงรักษาแม่แฝก-แม่งัดสมบูรณ์ชล,2.0,ช่อแล,แม่แตง,2.0,2570.0,2.0,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5538,Function,Function,กรมชลประทาน,ขุดลอกคลองโดยรถขุด ดำเนินการเองลำน้ำแม่งัด โครงการส่งน้ำและบำรุงรักษาแม่แฝก-แม่งัดสมบูรณ์ชล,1.5,ช่อแล,แม่แตง,2.0,2570.0,1.5,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5539,Function,Function,กรมชลประทาน,ซ่อมแซมคลองส่งน้ำ 5L-15R-LMC แม่แฝก กม.0+105 - กม.1+530 โครงการส่งน้ำและบำรุงรักษาแม่แฝก-แม่งัดสมบูรณ์ชล,2.6,ป่าไผ่,สันทราย,2.0,2570.0,2.6,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5540,Function,Function,กรมชลประทาน,ซ่อมแซมเครื่องกว้านบานระบายปลายคลองส่งน้ำสายใหญ่ LMC แม่แฝก กม.35+900 พร้อมอาคารประกอบ โครงการส่งน้ำและบำรุงรักษาแม่แฝก-แม่งัดสมบูรณ์ชล,0.768,เมืองเล็น,สันทราย,2.0,2570.0,0.768,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5541,Function,Function,กรมชลประทาน,ซ่อมแซมระบบส่งน้ำฝายห้วยแม่เริม อ่างเก็บน้ำแม่เริมอันเนื่องมาจากพระราชดำริ,2.5,บ้านเป้า,แม่แตง,2.0,2570.0,2.5,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5542,Function,Function,กรมชลประทาน,ซ่อมแซมคลองส่งน้ำ 8L-12R-LMC แม่แฝก กม.0+000 - กม.0+250 โครงการส่งน้ำและบำรุงรักษาแม่แฝก-แม่งัดสมบูรณ์ชล,1.7,หนองหาร,สันทราย,2.0,2570.0,1.7,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5543,Function,Function,กรมชลประทาน,ซ่อมแซมคลองส่งน้ำ 6R-1R-16R-LMC แม่แฝก กม.0+000 - กม.0+100 โครงการส่งน้ำและบำรุงรักษาแม่แฝก-แม่งัดสมบูรณ์ชล,0.55,ป่าไผ่,สันทราย,2.0,2570.0,0.55,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5544,Function,Function,กรมชลประทาน,ซ่อมแซมสปิลเวย์อ่างเก็บน้ำห้วยแจ่มเต๊าะ ช่วง กม.0+000-กม.0+200,6.0,แม่นาจร,แม่แจ่ม,2.0,2570.0,6.0,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5545,Function,Function,กรมชลประทาน,ปรับปรุงคลองส่งน้ำ 3L 1R LMC แม่แฝก กม.0+500 - กม.3+950 โครงการส่งน้ำและบำรุงรักษาแม่แฝก-แม่งัดสมบูรณ์ชล,8.1,แม่แฝก,สันทราย,2.0,2570.0,8.1,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5546,Function,Function,กรมชลประทาน,ซ่อมแซมคลองส่งน้ำ 9L-12R-LMC แม่แฝก กม.0+000 - กม.0+200 โครงการส่งน้ำและบำรุงรักษาแม่แฝก-แม่งัดสมบูรณ์ชล,1.15,หนองหาร,สันทราย,2.0,2570.0,1.15,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5547,Function,Function,กรมชลประทาน,ซ่อมแซมโครงการชลประทานอันเนื่องมาจากพระราชดำริ ตามข้อเสนอของเกษตรกรในเขตจังหวัดเชียงใหม่,4.0,ดอนแก้ว,แม่ริม,2.0,2570.0,4.0,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5548,Function,Function,กรมชลประทาน,ซ่อมแซมท่อลอดถนนคันกั้นน้ำปิงคลองส่งน้ำ 5R-LMC แม่แฝก โครงการส่งน้ำและบำรุงรักษาแม่แฝก-แม่งัดสมบูรณ์ชล,2.95,แม่แฝกใหม่,สันทราย,2.0,2570.0,2.95,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5549,Function,Function,กรมชลประทาน,ซ่อมแซมคลองส่งน้ำ 1L-7L-1R-16R-LMC แม่แฝก กม.0+480 - กม.0+570 โครงการส่งน้ำและบำรุงรักษาแม่แฝก-แม่งัดสมบูรณ์ชล,0.82,ป่าไผ่,สันทราย,2.0,2570.0,0.82,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5550,Function,Function,กรมชลประทาน,ซ่อมแซมระบบส่งน้ำ คู3 อ่างเก็บน้ำแม่ตูบ อันเนื่องมาจากพระราชดำริ,1.4,โปงทุ่ง,ดอยเต่า,2.0,2570.0,1.4,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5551,Function,Function,กรมชลประทาน,ซ่อมแซมประตูน้ำเหล็กหล่อ อ่างเก็บน้ำห้วยตึงเฒ่า อันเนื่องมาจากพระราชดำริ,0.45,ดอนแก้ว,แม่ริม,2.0,2570.0,0.45,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5552,Function,Function,กรมชลประทาน,ซ่อมแซมคลองส่งน้ำ 2L-ทางน้ำท่อพิเศษ กม.34+170 โครงการส่งน้ำและบำรุงรักษาแม่แฝก-แม่งัดสมบูรณ์ชล,0.87,ป่าไผ่,สันทราย,2.0,2570.0,0.87,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5553,Function,Function,กรมชลประทาน,ซ่อมแซมระบบส่งน้ำฝายห้วยแม่ป๋วย อันเนื่องมาจากพระราชดำริ ช่วง กม.0+300-กม.0+500,4.0,แม่วิน,แม่วาง,2.0,2570.0,4.0,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5554,Function,Function,กรมชลประทาน,ซ่อมแซมระบบท่อส่งน้ำสายหลัก (Main) อ่างเก็บน้ำห้วยโป่งจ้อ อันเนื่องมาจากพระราชดำริ ความยาว 0.200 กิโลเมตร,1.5,สันติสุข,ดอยหล่อ,2.0,2570.0,1.5,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5555,Function,Function,กรมชลประทาน,ปรับปรุงคลองส่งน้ำ 1L 6R LMC แม่แฝก กม.0+000 - กม.0+980 โครงการส่งน้ำและบำรุงรักษาแม่แฝก-แม่งัดสมบูรณ์ชล,4.2,แม่แฝกใหม่,สันทราย,2.0,2570.0,4.2,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5556,Function,Function,กรมชลประทาน,ซ่อมแซมบ่อเก็บน้ำคอนกรีตเสริมเหล็ก หน่วยย่อยคาร์เนชั่นและบ้านโป่งน้อยเก่า งานจัดหาน้ำสนับสนุนศูนย์พัฒนาโครงการหลวงขุนวาง,3.5,แม่วิน,แม่วาง,2.0,2570.0,3.5,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
